group,names,scores,logfoldchanges,pvals,pvals_adj
1,RPS15,4.659847,0.2262435,3.164445482174133e-06,0.00013032193796557376
1,CCNI,4.62507,0.46438095,3.7447137925169133e-06,0.00015218910753565524
1,CD53,4.6073775,0.54924816,4.077791665750801e-06,0.00016496411476137608
1,MT-ND4,4.592843,0.24146646,4.372482483511221e-06,0.00017533399058149965
1,POU2AF1,4.5396504,5.139983,5.634753659954505e-06,0.00022141837161208046
1,RPS9,4.4983296,0.1585115,6.848950470367844e-06,0.0002660807556674918
1,HHEX,4.466863,2.3353615,7.93749133502588e-06,0.00030491528338527987
1,RALGPS2,4.4289665,4.0536127,9.468579747579653e-06,0.00035771929106971726
1,ADK,4.2859025,1.7302116,1.819987757731339e-05,0.0006620507190856123
1,FCGR2B,4.25417,4.349157,2.098260741411042e-05,0.0007515753064592104
1,CD180,4.241918,4.333525,2.2161764840310985e-05,0.0007894193325195451
1,UCP2,4.2367816,0.49621662,2.267466752174947e-05,0.0008055968663038142
1,TMEM243,4.221448,1.0973132,2.4273825752766118e-05,0.0008529667742484614
1,TXNIP,4.2042875,0.36226043,2.61905663531638e-05,0.0009116178349423562
1,RNASE6,4.162662,1.7701457,3.145585566449697e-05,0.0010784640114572786
1,STRBP,4.159428,3.853062,3.190455177988272e-05,0.0010884055301226658
1,ANAPC16,4.1494594,0.5437385,3.332616359765335e-05,0.0011284815001931308
1,ERP29,4.1047897,0.44224507,4.0468260926788754e-05,0.001356923546087973
1,CIRBP,4.067768,0.34973356,4.746554789935109e-05,0.0015736087600762784
1,C16orf74,4.0514455,2.9097402,5.090222680521495e-05,0.001666045676388348
1,EEF1A1,4.0126734,0.21414705,6.0034926946723095e-05,0.0019372211485820248
1,ITM2C,3.9862676,2.340223,6.712081904151954e-05,0.0021456757863296014
1,MT-CO3,3.9777446,0.2263126,6.957203747073561e-05,0.002210003779867391
1,RPL32,3.9681182,0.23389895,7.244239026347439e-05,0.002289112765145824
1,TLR10,3.9509962,5.096525,7.782654602096432e-05,0.002447966174613543
1,RPL27A,3.943805,0.22988625,8.019887704227055e-05,0.002511067122734471
1,PARP1,3.9340644,1.536682,8.352135802524163e-05,0.002609138733389895
1,BLOC1S2,3.9216225,1.2661388,8.795471196738081e-05,0.0027413884543651375
1,MZB1,3.9164479,4.1482177,8.986324130986608e-05,0.00278190630095599
1,BTK,3.9043863,2.0424583,9.446476670685845e-05,0.0029177698437339115
1,RPL34,3.8956733,0.34687865,9.792636811192237e-05,0.0030111260365177205
1,SP100,3.88852,0.8387984,0.00010085737117777824,0.0030874062239554705
1,RNASEH2B,3.858233,1.1559423,0.00011420971475654799,0.003437481101750137
1,TSPAN3,3.8580427,2.3373034,0.00011429862785460568,0.003437481101750137
1,NBEAL1,3.8368115,0.30646268,0.00012464204892896201,0.003724054594796917
1,HNRNPA2B1,3.8273754,0.35989475,0.00012951690090742346,0.0038529170912026144
1,ZFP36L1,3.8119657,0.8878316,0.00013786605752806735,0.004074773950301543
1,RPL23,3.8102155,0.22300403,0.0001388457840401036,0.004086118202416268
1,RPS6,3.808351,0.2391697,0.00013989661742703146,0.004108227433392526
1,IFT57,3.8047364,1.9596657,0.0001419553229239131,0.00414780895237525
1,CCDC50,3.804394,2.4557476,0.00014215183080183518,0.00414780895237525
1,POU2F2,3.7908485,1.1906117,0.0001501335228848364,0.004371403679071436
1,SMARCB1,3.7341938,1.3861684,0.0001883175250904646,0.005448494808208083
1,AC079767.4,3.7328238,7.6726685,0.00018934495078192138,0.005466687694785831
1,DRAM2,3.6953077,1.1637964,0.0002196206207647259,0.006235770586268015
1,IGJ,3.6492305,4.287678,0.0002630269827551574,0.007406883042103138
1,PTPN6,3.636408,0.74699885,0.00027646625523042014,0.007721910843645584
1,IL4R,3.611524,2.328925,0.00030440280165818575,0.008391305686292155
1,NT5C,3.5827591,1.3360286,0.0003399840759507581,0.009251074638072811
1,PAPOLA,3.574883,0.96640104,0.00035038453153573505,0.009515194981150634
1,PPP1R14A,3.5597775,4.6311483,0.0003711689880102433,0.01003608242808023
1,PLD4,3.559359,2.6348424,0.0003717609649602418,0.01003608242808023
1,REL,3.543645,1.4901363,0.0003946364171145852,0.010591083804910804
1,MBD4,3.5379376,1.6543814,0.0004032654305713169,0.010780471958781753
1,RPL3,3.5131297,0.2369414,0.0004428612854521594,0.011634865265691406
1,LYL1,3.505672,1.447323,0.00045545595964036333,0.011942873863303905
1,RPL10,3.4924312,0.13663118,0.0004786450992646346,0.012432081233551513
1,FAM129C,3.486876,5.705549,0.0004886979939066849,0.012669195252242488
1,SPINT2,3.4856963,1.1101583,0.0004908577009985571,0.01270117454998908
1,SEL1L3,3.4671285,3.1726382,0.0005260502064926352,0.013535182986566602
1,SP110,3.436423,0.72783387,0.0005894496181436503,0.015081552356757502
1,CDCA7L,3.402864,3.2302723,0.0006668346354485477,0.016841565728437168
1,AFF3,3.3877966,4.173603,0.0007045648126036888,0.01772917768815961
1,C15orf57,3.3648152,1.8991346,0.0007659496444658142,0.01898687254821486
1,TCF4,3.3545039,3.563747,0.0007950744102609315,0.01957567407956627
2,LYZ,34.016224,6.168991,1.2824293334995585e-253,1.7587235879612944e-249
2,S100A9,33.97027,7.3460574,6.125053304402313e-253,4.199949050828666e-249
2,S100A8,33.069542,7.584714,8.147842300651507e-240,3.724650310371159e-236
2,TYROBP,32.254555,5.5284996,3.03684628270894e-228,1.04118274802676e-224
2,FTL,32.11187,3.5345783,3.0105171162755386e-226,8.257246346520548e-223
2,CST3,31.62857,5.7752295,1.494910701348904e-219,3.416867559716478e-216
2,FTH1,31.143665,2.9064195,6.179447163779159e-213,1.2106419772009626e-209
2,FCN1,31.13408,5.65516,8.330959349903528e-213,1.4281347065572122e-209
2,S100A6,30.77711,2.9996176,5.30606870926894e-208,8.085269586546026e-205
2,LGALS1,30.317163,4.46476,6.809985948271746e-202,8.490195208599884e-199
2,LGALS2,30.05178,6.590632,2.069371974756343e-198,2.3649472718173742e-195
2,S100A4,29.071178,2.8175886,8.309387850017525e-186,8.765764998087718e-183
2,AIF1,29.020739,4.7228603,3.60243615370019e-185,3.528843529417457e-182
2,TYMP,28.688889,4.3670144,5.24999054423817e-181,4.7998913549121516e-178
2,LST1,28.65657,4.660786,1.3276585524515449e-180,1.1379693367700303e-177
2,GSTP1,28.49295,3.6863928,1.4323779415743372e-178,1.1555077112206153e-175
2,OAZ1,28.465933,2.0197172,3.094945835059922e-178,2.3580048434450984e-175
2,CTSS,28.230251,3.568223,2.487831750196216e-175,1.7956907695889952e-172
2,GPX1,27.572243,3.8056154,2.3953589633188718e-167,1.5642834677597623e-164
2,SAT1,27.009062,3.2682583,1.1567224558524714e-160,7.210587163436724e-158
2,COTL1,26.818031,3.0534618,1.991350090769789e-158,1.187364136731169e-155
2,S100A11,26.743876,3.2742598,1.4549000381472146e-157,8.313541301312875e-155
2,PSAP,26.59684,3.2602863,7.384031732147894e-156,4.0505844469870486e-153
2,FCER1G,26.43126,4.1970105,5.99316777433159e-154,3.0440852910067937e-151
2,NPC2,25.730202,3.39961,5.369904306823565e-146,2.454762255459279e-143
2,CYBA,25.592163,1.9928365,1.8649890697501674e-144,7.99264378204806e-142
2,CFD,25.034477,4.6369104,2.5768752917005896e-138,1.0393902279524084e-135
2,GABARAP,23.839685,2.7565343,1.2955711363156051e-125,4.555759631649284e-123
2,GRN,23.495634,4.1727967,4.520293526872533e-122,1.549782635688248e-119
2,GAPDH,22.305748,1.669981,3.249617140036101e-110,9.903388768545576e-108
2,MS4A6A,22.284094,5.5982285,5.271369287611762e-110,1.5715556176153847e-107
2,AP1S2,22.268457,3.5311632,7.472989771298042e-110,2.1805230153953478e-107
2,TSPO,22.196754,2.648563,3.6915382828686033e-109,1.0547032502345838e-106
2,RAC1,22.1839,2.751456,4.912996388437375e-109,1.3750373973679625e-106
2,PYCARD,22.071407,2.990604,5.950952922284996e-108,1.600222909337577e-105
2,CD14,21.928396,6.258004,1.392486389036334e-106,3.6031242149517516e-104
2,CD68,21.563509,3.9593725,3.954637424481083e-103,9.860708661697013e-101
2,LGALS3,21.35223,3.7737892,3.717727555882723e-101,8.790502707133735e-99
2,TKT,21.176802,3.0020013,1.5628969813030572e-99,3.632808339252564e-97
2,NEAT1,21.074253,2.1040547,1.3704963003071697e-98,3.081145288920086e-96
2,SERPINA1,21.053057,3.6247542,2.143953977834556e-98,4.742287879358566e-96
2,CEBPD,20.416538,3.8104587,1.1921737785538302e-92,2.554604874857379e-90
2,TALDO1,19.415262,2.642078,5.7341585758421235e-84,1.0772363110835463e-81
2,SH3BGRL3,19.394917,1.435111,8.51902187274234e-84,1.5787819724701142e-81
2,ARPC1B,19.279612,1.6137038,7.96723886121382e-83,1.4568361832358177e-80
2,CFP,19.255537,3.71822,1.2685374511257082e-82,2.289042447991837e-80
2,TMSB10,19.122437,0.7172831,1.642521787036912e-81,2.9253952970680793e-79
2,HLA-DRA,18.886951,2.897819,1.460383322609705e-79,2.5676534469576278e-77
2,IFI6,18.807858,2.5506532,6.511693473401444e-79,1.1303970163826253e-76
2,FCGRT,18.779594,3.3630433,1.1092228616410313e-78,1.9014852905681378e-76
2,ARPC3,18.652906,1.3844693,1.195952293550038e-77,2.0001572870421e-75
2,SRGN,18.417782,2.0151572,9.460159617254961e-76,1.5085654533841225e-73
2,SPI1,18.058552,3.363794,6.757136549785969e-73,1.065142191307641e-70
2,NCF2,18.045502,3.903248,8.558503938860176e-73,1.333765034290096e-70
2,IFITM3,17.956005,3.3838942,4.307198810115708e-72,6.563213831325203e-70
2,VIM,17.898205,1.5017704,1.217855462025519e-71,1.8353483303536226e-69
2,BRI3,17.548494,3.3900583,6.107829239572001e-69,8.547221448111268e-67
2,ANXA2,17.493704,2.210095,1.6001269334626502e-68,2.2165798753037156e-66
2,CDA,17.431652,4.332816,4.745573383666395e-68,6.44364290926742e-66
2,AP2S1,17.381016,2.4457202,1.1490187723228967e-67,1.5448670042780594e-65
2,S100A10,17.208336,1.7312728,2.29948819203317e-66,3.0322289486098933e-64
2,IFI30,17.073044,3.7556806,2.355924585968094e-65,3.077061883044423e-63
2,BLVRB,17.033594,3.9633417,4.627282927504381e-65,5.986656421490102e-63
2,ATP5G2,16.921724,1.1785818,3.111896004981739e-64,3.951531649288849e-62
2,C1orf162,16.504955,2.2279263,3.3797989960617776e-61,4.1757264353145236e-59
2,TMSB4X,16.29299,0.49910295,1.1068248339406803e-59,1.3432739621825212e-57
2,ACTB,16.222301,0.77154,3.507943973386461e-59,4.18329944791495e-57
2,SERF2,16.189232,1.123719,6.007383348570097e-59,7.102177176059509e-57
2,CEBPB,16.155212,2.4004765,1.0435804163638859e-58,1.2232189598302849e-56
2,NUP214,16.102875,4.0893583,2.4351945860923345e-58,2.830191402853413e-56
2,HLA-DRB1,16.05996,2.3378847,4.868729890884844e-58,5.610904346520567e-56
2,MT-ND1,16.032154,0.84148544,7.619412704497288e-58,8.707718819122984e-56
2,PRELID1,15.742894,1.9114442,7.684744813903072e-56,8.56817807950136e-54
2,RNF130,15.457689,3.3261008,6.695812643182723e-54,7.346109967088628e-52
2,TNFSF13B,15.334762,3.577426,4.479120455269408e-53,4.836744718390918e-51
2,PFDN5,15.240784,0.89877534,1.8958191217004455e-52,2.0154467779069698e-50
2,ATP6V0B,15.1958065,2.2535374,3.769938968583922e-52,3.976995616550762e-50
2,EIF4A1,15.04187,1.3067069,3.9036540981908696e-51,3.995127783775343e-49
2,RGS2,15.005496,2.5085144,6.758424376041047e-51,6.865557918001994e-49
2,CTSB,14.950836,3.0276198,1.538062308161366e-50,1.5509548892738952e-48
2,FKBP1A,14.873443,1.7753061,4.902630891056495e-50,4.8720782637644036e-48
2,CSF3R,14.73681,4.554683,3.740422392993869e-49,3.69037069766316e-47
2,NFKBIA,14.63279,1.914228,1.7352436702512494e-48,1.6997951209875454e-46
2,CD74,14.480815,1.359527,1.6018568694813115e-47,1.5470327540892047e-45
2,SLC7A7,14.475484,3.7497332,1.73104221629682e-47,1.6601058009996216e-45
2,MT-CO1,14.371823,0.5256294,7.775702009709148e-47,7.303834065832278e-45
2,CTSH,14.28599,3.0725918,2.675789959946903e-46,2.4963118034497845e-44
2,TIMP1,14.137287,2.1092207,2.237447219044734e-45,2.059352426978489e-43
2,ALDH2,13.748487,4.3212833,5.200552893612976e-43,4.631193661234308e-41
2,LAMTOR4,13.7332115,1.5429122,6.422254576540021e-43,5.682245113720635e-41
2,CAPG,13.702071,2.493881,9.866959418502649e-43,8.674069324701623e-41
2,ALDOA,13.644925,1.1527995,2.164357363761584e-42,1.89057305010359e-40
2,APOBEC3A,13.640869,3.9758844,2.288176174293174e-42,1.9860789907757334e-40
2,ISG15,13.581532,1.8294975,5.1537278325593104e-42,4.445171289038892e-40
2,FPR1,13.538877,4.372971,9.218759027986628e-42,7.90162883186304e-40
2,HLA-DRB5,13.425796,2.0036848,4.269724563440141e-41,3.5878117835904186e-39
2,LINC00936,13.378986,2.2804642,8.023361826658842e-41,6.628456872939721e-39
2,MYL6,13.290962,0.97555006,2.611976017972364e-40,2.1321808994329168e-38
2,HLA-DPA1,12.975794,1.8293482,1.6784740632289825e-38,1.3305545261920385e-36
2,FOSB,12.894214,1.51511,4.851869089387358e-38,3.780598448401035e-36
2,MNDA,12.861568,3.6330385,7.405864282445278e-38,5.738080382455059e-36
2,LY6E,12.763796,1.2345839,2.6115774678812853e-37,2.0120883929507836e-35
2,FGR,12.711655,2.3904927,5.094469798872056e-37,3.903103844789463e-35
2,IGSF6,12.703314,4.0284915,5.667795669671459e-37,4.318230545215244e-35
2,LY86,12.543947,2.559272,4.2907979623233305e-36,3.215519303568424e-34
2,C20orf24,12.511433,1.920683,6.464769250489798e-36,4.818361168544407e-34
2,SERPINB1,12.362305,1.7420061,4.180000985064593e-35,3.0986234329284234e-33
2,TCEB2,12.212457,1.4409136,2.6671312582059725e-34,1.9455871316508887e-32
2,GLRX,12.18004,1.7030343,3.9708672705545315e-34,2.8812949073219497e-32
2,VAMP8,12.144353,1.3196534,6.146714995495747e-34,4.4366341814857197e-32
2,CNPY3,12.132119,2.0014064,7.137834054750499e-34,5.125039593028709e-32
2,CTSD,12.046319,2.1828034,2.0280724882110077e-33,1.4485930262148833e-31
2,BLVRA,11.997351,2.5921018,3.668524337075793e-33,2.606743148116965e-31
2,STXBP2,11.984986,2.1613343,4.259166504430895e-33,3.010835538235324e-31
2,ASGR1,11.9635935,5.4043965,5.512398446011388e-33,3.8767708865948807e-31
2,HLA-DPB1,11.835661,1.6288284,2.553228243508888e-32,1.768432935933378e-30
2,C10orf54,11.8143015,1.6237785,3.2927492987234387e-32,2.269184114708203e-30
2,ATP6V1F,11.805534,1.6368513,3.6545986324872345e-32,2.5059582822964968e-30
2,ZFP36,11.776913,1.1104442,5.133907854666689e-32,3.502806583029799e-30
2,LILRA5,11.768637,3.3749616,5.663202996573539e-32,3.844810192822253e-30
2,HLA-DMA,11.71401,1.95643,1.080457358487263e-31,7.26342755602663e-30
2,ODF3B,11.573387,3.3879313,5.621885561499015e-31,3.7609043214828046e-29
2,PGLS,11.566518,1.809884,6.090494212466943e-31,4.0546134771733813e-29
2,VCAN,11.487096,4.0076675,1.5317526590384736e-30,1.009925767598732e-28
2,ASAH1,11.356646,2.0229015,6.873359556287474e-30,4.446285516741812e-28
2,CPVL,11.332636,3.5014975,9.0441571926328e-30,5.823078485435035e-28
2,AGTRAP,11.2717285,2.7651284,1.8098212406689745e-29,1.15980787357637e-27
2,TPI1,11.2621765,1.2952513,2.0171379873290203e-29,1.2866525748014041e-27
2,RHOG,11.150568,1.5279139,7.11509797884809e-29,4.4759841138496654e-27
2,SMCO4,11.104707,3.6056762,1.1900671471726163e-28,7.452320025719297e-27
2,GPX4,11.075039,1.2122765,1.6580871888460427e-28,1.0289143759201191e-26
2,STX11,10.891564,2.8933566,1.264497439472841e-27,7.707252393302464e-26
2,ARPC2,10.881522,0.8485827,1.4118587020084902e-27,8.567358512984263e-26
2,H2AFY,10.860194,1.7834607,1.78368997073251e-27,1.0728738709923527e-25
2,PLBD1,10.827418,4.2873425,2.5525064514066557e-27,1.5286058285847542e-25
2,AMICA1,10.713454,1.8401873,8.801537112743425e-27,5.248012172354927e-25
2,PLAUR,10.703281,3.139265,9.823693259666441e-27,5.832126812253921e-25
2,APLP2,10.661215,2.4488378,1.5456482158829204e-26,9.09743331872033e-25
2,HCK,10.585097,2.5686414,3.494181715318993e-26,2.0391152359099857e-24
2,BST1,10.51418,4.7962966,7.432432818894092e-26,4.318999308403118e-24
2,TGFBI,10.47689,3.3864794,1.1031176552494538e-25,6.383187984848527e-24
2,SERP1,10.420136,1.1263539,2.0066421351887237e-25,1.151426369957245e-23
2,CCL3,10.407413,2.96571,2.29371532686613e-25,1.310667166360088e-23
2,LAMTOR1,10.381735,1.4790142,3.002696226818412e-25,1.708671205584552e-23
2,KLF4,10.358673,3.073082,3.8222638041581884e-25,2.1660547855465039e-23
2,GSTO1,10.215008,1.6343986,1.6986544490078415e-24,9.50830494436471e-23
2,ANXA5,10.211442,1.6065336,1.7622547559629583e-24,9.824212082632525e-23
2,CLIC1,10.173629,0.9960624,2.600366611292394e-24,1.4321858516973448e-22
2,RBP7,10.12816,5.322631,4.143698724021748e-24,2.255027154810883e-22
2,SLC25A5,10.116352,1.1874442,4.6751586906916976e-24,2.524217570241966e-22
2,COX6B1,10.097903,1.0651484,5.643583806312372e-24,3.023285481240932e-22
2,CARD16,10.003925,1.6335235,1.4647319479861437e-23,7.816083243066916e-22
2,FAM26F,9.979458,1.8310432,1.8748850123962015e-23,9.965958550388181e-22
2,FOLR3,9.967224,6.9817967,2.120734511565893e-23,1.1229248297920717e-21
2,BRK1,9.932027,1.0559281,3.020512232031972e-23,1.5932040288494796e-21
2,CLTA,9.849956,1.6111877,6.857400845897207e-23,3.5894043969707744e-21
2,FGL2,9.788819,2.7828646,1.257553698414291e-22,6.5326103863839344e-21
2,PFN1,9.72281,0.5481996,2.4103773701960924e-22,1.2334296736891498e-20
2,MPEG1,9.72281,3.1545982,2.4103773701960924e-22,1.2334296736891498e-20
2,CTSZ,9.694155,2.9862864,3.1927034203220157e-22,1.6276853050667703e-20
2,CD63,9.652645,1.4286278,4.790401052645037e-22,2.4241904072315143e-20
2,C19orf38,9.645742,3.2407856,5.123886497881418e-22,2.5834183614685945e-20
2,EIF4EBP1,9.546269,2.7299254,1.3445071147428397e-21,6.704934753303019e-20
2,MSRB1,9.488338,3.016062,2.3474535210858736e-21,1.1622013569737065e-19
2,C4orf48,9.466259,2.3250172,2.9004562775935202e-21,1.4308222083063862e-19
2,H3F3A,9.333257,1.2877198,1.0266637910074886e-20,5.046475709633225e-19
2,IFNGR2,9.262897,2.2848709,1.989605120198202e-20,9.71012263999934e-19
2,SCO2,9.240621,2.533912,2.450722826716826e-20,1.1876046941906202e-18
2,RAB32,9.235746,3.6295538,2.5649138261251388e-20,1.2385643736436673e-18
2,EMP3,9.213765,0.8297609,3.148826515683578e-20,1.5098953439190416e-18
2,GLIPR2,9.208269,1.7666346,3.314250229019087e-20,1.583680405601664e-18
2,PILRA,9.198391,2.6248553,3.6335031872652216e-20,1.730203566324835e-18
2,BID,9.139675,1.8179834,6.26403073303003e-20,2.961001282209199e-18
2,PGD,9.089137,2.7702456,9.982837028737489e-20,4.688514623702258e-18
2,BST2,9.084819,1.1599609,1.0387129918878545e-19,4.861744017320832e-18
2,S100A12,9.042394,6.1617002,1.5327856470741031e-19,7.125634699652288e-18
2,LGALS9,9.028622,2.014618,1.7384703637631822e-19,8.054521138056851e-18
2,ATP5D,8.981519,0.9791889,2.670550715424454e-19,1.2248806859976912e-17
2,CD33,8.969873,4.095873,2.968550901468366e-19,1.3570235687579058e-17
2,CSTB,8.86618,1.2639108,7.569773966721038e-19,3.448899673741273e-17
2,RHOA,8.831376,0.9303859,1.0339553991058464e-18,4.6797572090223026e-17
2,NDUFA11,8.827025,1.1885542,1.0749607759611722e-18,4.8493460794511565e-17
2,MT2A,8.779955,1.4086988,1.63540111491652e-18,7.353406849168903e-17
2,ARRB2,8.753819,1.5991488,2.0625161337325566e-18,9.213467836484782e-17
2,TMEM176B,8.729122,4.4074,2.5665614381742378e-18,1.1427864793221265e-16
2,MAFB,8.727749,3.195356,2.597922602978824e-18,1.153006814797786e-16
2,GNAI2,8.715351,1.6884682,2.8985851651353792e-18,1.2822966759569866e-16
2,IL8,8.7075,4.031044,3.1064833438489928e-18,1.3698492790207423e-16
2,NOP10,8.697687,1.463293,3.3871587805256473e-18,1.4888299844913054e-16
2,SLC25A6,8.6703415,0.57964677,4.308270820440134e-18,1.8876557837545048e-16
2,YBX1,8.653299,0.61858374,5.0031723323670384e-18,2.1644638916744972e-16
2,GCA,8.649603,2.410052,5.1679039440019826e-18,2.2286992040265154e-16
2,HIGD2A,8.641066,1.0149292,5.56913339920616e-18,2.394203618705746e-16
2,EFHD2,8.612378,1.7935276,7.156052311535214e-18,3.06681566876231e-16
2,ITGB2,8.583396,1.0579996,9.211246731866558e-18,3.923075704373229e-16
2,TBXAS1,8.575349,2.5642085,9.878652190945753e-18,4.1942983327130044e-16
2,SUPT4H1,8.540447,1.4341928,1.3370367118546173e-17,5.641883528115145e-16
2,NCF1,8.450722,2.015737,2.895083857501662e-17,1.2141645266598716e-15
2,H3F3B,8.414936,0.5333043,3.931100268000055e-17,1.638635534205251e-15
2,WDR83OS,8.392562,1.2290044,4.756622705919811e-17,1.970765069153604e-15
3,NKG7,32.258045,7.2772837,2.7132731513194416e-228,3.720982799719482e-224
3,CST7,27.516851,6.296667,1.1037089172440072e-166,7.568132045542157e-163
3,GZMA,27.365786,6.1434364,7.00758342959249e-165,3.203399971781047e-161
3,B2M,27.089512,0.9843824,1.3087295525317e-161,4.486979270854933e-158
3,CCL5,26.904697,5.556649,1.9351226764615341e-159,5.307654476998696e-156
3,CTSW,26.86519,4.6573834,5.605687603259886e-159,1.2812733298517679e-155
3,HLA-C,25.962078,1.336448,1.3283338549705233e-148,2.6023957838665366e-145
3,HLA-A,22.761179,1.2527558,1.1121769360871447e-114,1.9065493126873876e-111
3,PRF1,20.926306,5.678853,3.0850195279570063e-97,4.700884200711376e-94
3,GZMM,19.227638,3.4812768,2.1729837929411e-82,2.9800299736394246e-79
3,HLA-B,19.151108,1.0534154,9.475123979146139e-82,1.181289547727365e-78
3,PTPRCAP,18.34621,1.9730061,3.539542637611819e-75,4.045107311017374e-72
3,HCST,17.140934,1.9734209,7.346053255743625e-66,7.195983882090576e-63
3,GZMB,17.085432,6.165668,1.9052856249372716e-65,1.7419391373593163e-62
3,FGFBP2,16.417776,6.1978536,1.4270279200705583e-60,1.1729751716435627e-57
3,GNLY,16.237787,5.260056,2.725791167179498e-59,2.076750003705535e-56
3,GZMH,16.086998,6.462311,3.14728720615186e-58,2.2716787760614005e-55
3,IL32,15.137933,1.9833828,9.103063453548984e-52,5.427800530520468e-49
3,RARRES3,14.805638,1.8297741,1.3470125651217428e-49,7.697054299199825e-47
3,HOPX,14.774681,3.8705425,2.1336428472992462e-49,1.1704311203144745e-46
3,CD99,14.621824,1.7243756,2.0386450455854638e-48,1.0354806724132981e-45
3,CD247,14.589143,2.6935294,3.293095131532773e-48,1.6129109512085873e-45
3,CCL4,14.580593,4.915162,3.732590069290256e-48,1.7131985314819292e-45
3,MYL12A,14.5803175,1.0582054,3.747699864697235e-48,1.7131985314819292e-45
3,HLA-E,14.233993,1.0028765,5.636925394400994e-46,2.493703059961782e-43
3,MALAT1,13.945757,0.690829,3.3388846828797906e-44,1.3082704154575272e-41
3,LYAR,13.295199,2.9919448,2.4681295145577502e-40,8.67895593913974e-38
3,PFN1,13.232527,0.8610283,5.694077411309704e-40,1.952214440467532e-37
3,APOBEC3G,12.276186,2.533856,1.2159653724402697e-34,3.78994298128315e-32
3,SRGN,12.146323,1.4162134,6.000404412967554e-34,1.7508414067965324e-31
3,UBB,12.028974,0.9708543,2.5025152871425137e-33,7.0039784995658025e-31
3,GZMK,11.997327,4.0485973,3.6695752876223955e-33,9.86755990087324e-31
3,KLRG1,11.817753,3.6493018,3.1602671064552235e-32,8.177340207156026e-30
3,ID2,11.81434,1.7744049,3.291253686580198e-32,8.35856538106682e-30
3,CD7,11.636178,1.7905546,2.698374269718837e-31,6.27211944659731e-29
3,APMAP,11.217907,3.366634,3.330607718206338e-29,6.92059912840632e-27
3,CALM1,11.17347,1.0809339,5.498987501349999e-29,1.1255688745300582e-26
3,ITGB2,11.077392,1.4219373,1.6151016279200205e-28,3.25727995960223e-26
3,FCGR3A,11.026577,2.497741,2.8448901421371392e-28,5.654322233227352e-26
3,CD53,10.917984,1.1982375,9.457174254263722e-28,1.7983589276568303e-25
3,SPON2,10.916881,4.9571767,9.572714140217924e-28,1.7983589276568303e-25
3,CTSC,10.850001,1.9373697,1.994223032779591e-27,3.6465032895385747e-25
3,RAP1B,10.359852,1.4909936,3.77547147102699e-25,6.23817057273062e-23
3,MATK,10.17783,4.7615476,2.4905441837956994e-24,3.971549178671421e-22
3,SAMD3,10.067651,3.1519604,7.679017820816096e-24,1.196705118121272e-21
3,C12orf75,10.062721,2.7846088,8.073533347052216e-24,1.2440498463086976e-21
3,KLRD1,9.974985,5.688522,1.961307735765958e-23,2.9885971431438165e-21
3,IFITM1,9.898177,1.2811954,4.239304786990345e-23,6.319328896607129e-21
3,CLIC1,9.694264,1.0156981,3.189278829391715e-22,4.509048439822472e-20
3,CD8A,9.653757,3.0131545,4.738688290573718e-22,6.631262369074283e-20
3,LITAF,9.616423,1.5976394,6.816077731460347e-22,9.34756900092472e-20
3,TPST2,9.584568,2.6000078,9.284503493594785e-22,1.260670108031276e-19
3,CFL1,9.447466,0.61845285,3.4713330058483914e-21,4.449145873103256e-19
3,LCK,9.3609705,1.3546734,7.900742920470557e-21,9.940439303792038e-19
3,XCL2,9.344458,6.4984846,9.236152864761882e-21,1.1514963671576769e-18
3,ANXA1,9.250654,1.0672222,2.23122628980292e-20,2.7320569052104683e-18
3,UBC,9.234969,0.64539313,2.583616178865082e-20,3.1080449365750647e-18
3,MYL12B,9.230246,0.7944997,2.700117045688763e-20,3.2179780452757596e-18
3,BIN2,9.12086,1.3703978,7.453045646898769e-20,8.447195702609066e-18
3,CD63,9.079699,1.4635899,1.0887624924859275e-19,1.2238761329468859e-17
3,NCR3,9.063427,3.4016755,1.264154837231865e-19,1.4025417708636492e-17
3,IL2RG,8.9278755,1.1814185,4.342688910272111e-19,4.6527840402712286e-17
3,CLIC3,8.717309,4.900668,2.8489245570150393e-18,2.982454303427805e-16
3,ARPC5L,8.595995,2.054251,8.254629284262074e-18,8.51157789506542e-16
3,PPP1R18,8.587618,1.5072122,8.879091944192055e-18,9.087154247958944e-16
3,SEPT7,8.419109,1.3193703,3.7935631332395015e-17,3.797439767098287e-15
3,MYO1F,8.379086,1.6879305,5.334054480134855e-17,5.262677923781971e-15
3,PDIA3,8.324582,1.3135927,8.462667386547388e-17,8.289787181365063e-15
3,SH3BGRL3,8.252566,0.72732496,1.55028881845126e-16,1.5078482876766367e-14
3,IFITM2,8.212404,0.7732871,2.1680304151586364e-16,2.0938288108088408e-14
3,CHST12,8.201683,2.6734416,2.37045071890487e-16,2.273311969165132e-14
3,DHRS7,8.091849,1.3244082,5.876573492895054e-16,5.596620061219636e-14
3,PLEK,8.086333,2.085477,6.148783869695013e-16,5.815477378551546e-14
3,PLAC8,8.0577545,1.1254094,7.770879786745251e-16,7.200665229420565e-14
3,ZAP70,8.032658,2.2313237,9.538379925705284e-16,8.779150490008206e-14
3,RAC2,8.03152,0.7760509,9.627261519297392e-16,8.801884298376296e-14
3,PSME1,7.9243402,0.63385355,2.2936057115090737e-15,2.066714154840149e-13
